,Al,Si,Fe,Cu,Mn,Mg,Cr,Ni-L,Zn,Ti,B,Be,Bi,Ca,Cd,Ga,Hg,In,Na,P,Pb,Sn,Sr,V,Zr,Ecorr[mV]
120,97.09,1.686,0.136,0.08,0.87,0.01,0.001,0.005,0.006,0.017,0.001,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0002,0.0019,0.018,0.003,0.0001,0.013,0.052,-715.163624062591
121,97.06,1.671,0.143,0.079,0.897,0.01,0.001,0.005,0.006,0.016,0.0012,0.0,0.0,0.0001,0.0,0.014,0.0005,0.0,0.0003,0.0019,0.014,0.009,0.0001,0.011,0.055,-715.247042429726
122,97.04,1.683,0.139,0.077,0.911,0.011,0.001,0.005,0.005,0.018,0.001,0.0,0.0,0.0,0.0,0.014,0.0003,0.0,0.0003,0.002,0.018,0.006,0.0,0.014,0.056,-715.319726820336
123,97.0,1.694,0.143,0.079,0.933,0.012,0.001,0.005,0.006,0.016,0.0008,0.0001,0.001,0.0,0.0,0.013,0.0,0.0,0.0003,0.002,0.016,0.009,0.0001,0.014,0.058,-715.402240699084
124,96.96,1.713,0.142,0.078,0.955,0.012,0.001,0.005,0.008,0.017,0.0009,0.0,0.0,0.0001,0.0,0.014,0.0002,0.0,0.0003,0.002,0.017,0.005,0.0,0.013,0.059,-715.484176279553
125,96.93,1.709,0.148,0.08,0.971,0.011,0.001,0.004,0.007,0.018,0.0006,0.0,0.001,0.0,0.0,0.014,0.0012,0.0,0.0002,0.002,0.02,0.011,0.0,0.013,0.059,-715.555324789078
126,96.92,1.691,0.152,0.081,0.993,0.009,0.001,0.005,0.006,0.02,0.0007,0.0,0.0,0.0001,0.0,0.012,0.0,0.0,0.0002,0.0019,0.019,0.014,0.0001,0.012,0.063,-715.635962264515
127,96.91,1.679,0.155,0.079,1.013,0.01,0.001,0.005,0.006,0.018,0.001,0.0,0.0,0.0001,0.0,0.013,0.0002,0.0,0.0002,0.002,0.016,0.01,0.0,0.011,0.064,-715.705964231084
128,96.87,1.706,0.155,0.081,1.031,0.011,0.001,0.005,0.01,0.017,0.0012,0.0,0.0,0.0001,0.0,0.013,0.0002,0.0,0.0002,0.0019,0.013,0.014,0.0001,0.01,0.06,-715.785161196843
129,96.83,1.711,0.155,0.082,1.056,0.011,0.001,0.006,0.01,0.017,0.0014,0.0,0.0,0.0001,0.0,0.014,0.0,0.0,0.0004,0.002,0.017,0.009,0.0001,0.01,0.065,-715.853892210256
130,96.83,1.688,0.162,0.08,1.075,0.01,0.001,0.006,0.007,0.02,0.0007,0.0,0.001,0.0001,0.0,0.015,0.0004,0.0,0.0004,0.002,0.011,0.01,0.0,0.015,0.066,-715.931713128066
131,96.8,1.704,0.163,0.081,1.095,0.01,0.001,0.006,0.008,0.021,0.0011,0.0,0.0,0.0001,0.0,0.015,0.0006,0.0,0.0003,0.0019,0.014,0.002,0.0,0.014,0.064,-716.008584230102
132,96.75,1.716,0.164,0.083,1.115,0.011,0.001,0.006,0.007,0.02,0.0014,0.0,0.0,0.0001,0.0,0.014,0.0,0.0,0.0003,0.0019,0.019,0.009,0.0001,0.013,0.067,-716.075154124468
133,96.72,1.725,0.168,0.082,1.136,0.01,0.001,0.005,0.006,0.02,0.0014,0.0,0.001,0.0,0.0,0.013,0.0,0.0,0.0002,0.0019,0.016,0.016,0.0001,0.011,0.068,-716.150337513591
134,96.69,1.714,0.168,0.083,1.158,0.012,0.001,0.006,0.006,0.02,0.0014,0.0,0.002,0.0,0.0,0.013,0.0,0.0,0.0003,0.0019,0.021,0.019,0.0,0.01,0.074,-716.215383452742
135,96.69,1.711,0.176,0.084,1.173,0.009,0.001,0.006,0.007,0.021,0.0012,0.0,0.0,0.0001,0.0,0.013,0.0006,0.0,0.0002,0.0019,0.016,0.005,0.0,0.012,0.068,-716.288604052028
136,96.65,1.722,0.174,0.083,1.193,0.012,0.001,0.005,0.007,0.022,0.0014,0.0,0.003,0.0,0.0,0.013,0.0004,0.0,0.0003,0.0019,0.018,0.012,0.0,0.014,0.072,-716.351825501703
137,96.63,1.722,0.176,0.086,1.211,0.011,0.001,0.006,0.007,0.02,0.0014,0.0,0.001,0.0,0.0,0.014,0.0,0.0,0.0002,0.0019,0.027,0.0,0.0,0.011,0.073,-716.423105801309
138,96.59,1.734,0.172,0.084,1.237,0.009,0.001,0.005,0.007,0.021,0.0012,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0002,0.0019,0.029,0.008,0.0,0.01,0.076,-716.493297195249
139,96.58,1.709,0.179,0.084,1.259,0.012,0.001,0.005,0.01,0.022,0.0012,0.0,0.0,0.0001,0.0,0.012,0.0,0.0,0.0003,0.0019,0.023,0.007,0.0,0.013,0.083,-716.553712982074
140,96.55,1.734,0.187,0.085,1.267,0.011,0.001,0.004,0.008,0.023,0.0011,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0002,0.0019,0.018,0.001,0.0,0.013,0.081,-716.621689252477
141,96.53,1.737,0.181,0.085,1.285,0.01,0.001,0.005,0.006,0.023,0.0013,0.0,0.0,0.0,0.0,0.011,0.0004,0.0,0.0002,0.0019,0.024,0.004,0.0001,0.013,0.083,-716.680206502531
142,96.5,1.741,0.184,0.088,1.302,0.011,0.001,0.006,0.007,0.022,0.0013,0.0,0.001,0.0,0.0,0.012,0.0003,0.0,0.0002,0.0019,0.026,0.001,0.0,0.011,0.081,-716.745941935986
143,96.47,1.745,0.19,0.088,1.319,0.011,0.001,0.005,0.005,0.022,0.0013,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0003,0.0019,0.027,0.007,0.0,0.012,0.083,-716.802416838846
144,96.46,1.749,0.187,0.086,1.331,0.011,0.001,0.005,0.008,0.024,0.0011,0.0,0.0,0.0001,0.0,0.012,0.0004,0.0,0.0003,0.0019,0.024,0.003,0.0,0.012,0.08,-716.865716796604
145,96.44,1.749,0.185,0.085,1.348,0.011,0.001,0.006,0.008,0.021,0.0013,0.0,0.0,0.0001,0.0,0.013,0.0015,0.0,0.0003,0.002,0.024,0.005,0.0,0.012,0.089,-716.920016018645
146,96.44,1.729,0.188,0.086,1.359,0.008,0.001,0.006,0.007,0.022,0.0012,0.0,0.001,0.0,0.0,0.013,0.0011,0.0,0.0002,0.0019,0.022,0.013,0.0,0.012,0.086,-716.980780559928
147,96.42,1.733,0.19,0.086,1.373,0.008,0.001,0.006,0.006,0.023,0.0011,0.0001,0.0,0.0,0.0,0.014,0.0005,0.0,0.0001,0.0019,0.033,0.012,0.0,0.014,0.081,-717.032856890969
148,96.42,1.74,0.189,0.088,1.371,0.01,0.001,0.005,0.006,0.023,0.0012,0.0,0.001,0.0,0.0,0.014,0.0005,0.0,0.0003,0.0019,0.025,0.006,0.0,0.013,0.082,-717.090989683658
149,96.39,1.737,0.191,0.089,1.391,0.012,0.001,0.005,0.006,0.024,0.0013,0.0,0.0,0.0001,0.0,0.013,0.0003,0.0,0.0003,0.0019,0.035,0.001,0.0,0.012,0.089,-717.147718402854
150,96.37,1.746,0.188,0.087,1.41,0.009,0.001,0.005,0.007,0.024,0.0014,0.0001,0.0,0.0,0.0,0.013,0.0008,0.0,0.0002,0.0019,0.035,0.005,0.0,0.012,0.088,-717.196201882649
151,96.38,1.729,0.192,0.087,1.412,0.012,0.001,0.006,0.006,0.024,0.0015,0.0,0.0,0.0,0.0,0.012,0.0011,0.0,0.0004,0.0019,0.028,0.012,0.0,0.012,0.088,-717.2501228006
152,96.38,1.723,0.19,0.089,1.42,0.011,0.001,0.005,0.006,0.024,0.0016,0.0,0.0,0.0,0.0,0.012,0.0003,0.0,0.0003,0.0019,0.028,0.009,0.0,0.011,0.092,-717.29610691338
153,96.35,1.729,0.193,0.092,1.428,0.011,0.001,0.006,0.006,0.023,0.0013,0.0,0.001,0.0,0.0,0.011,0.0003,0.0,0.0003,0.002,0.027,0.009,0.0,0.012,0.092,-717.347206713815
154,96.34,1.732,0.194,0.092,1.437,0.01,0.001,0.006,0.006,0.023,0.0013,0.0001,0.002,0.0,0.0,0.012,0.0,0.0,0.0003,0.002,0.025,0.009,0.0001,0.011,0.092,-717.390686822231
155,96.32,1.74,0.194,0.091,1.45,0.01,0.001,0.006,0.006,0.026,0.0015,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0004,0.002,0.031,0.004,0.0,0.013,0.095,-717.438848810258
156,96.33,1.727,0.193,0.091,1.456,0.009,0.001,0.006,0.007,0.025,0.0015,0.0,0.0,0.0001,0.0,0.014,0.0,0.0,0.0004,0.0019,0.032,0.001,0.0,0.012,0.092,-717.479662248504
157,96.31,1.725,0.193,0.093,1.474,0.01,0.001,0.006,0.008,0.024,0.0013,0.0,0.0,0.0001,0.0,0.014,0.0002,0.0,0.0003,0.0019,0.028,0.004,0.0,0.011,0.098,-717.524812584171
158,96.29,1.726,0.196,0.095,1.484,0.01,0.001,0.005,0.007,0.024,0.0014,0.0001,0.002,0.0001,0.0,0.014,0.0002,0.0,0.0001,0.0019,0.022,0.008,0.0,0.011,0.099,-717.562988106252
159,96.3,1.717,0.193,0.095,1.491,0.009,0.001,0.005,0.01,0.026,0.0015,0.0,0.002,0.0,0.0,0.011,0.0004,0.0,0.0002,0.0019,0.019,0.005,0.0,0.011,0.097,-717.605027208711
160,96.28,1.724,0.202,0.094,1.498,0.011,0.0,0.006,0.008,0.027,0.0013,0.0,0.0,0.0,0.0,0.011,0.0009,0.0,0.0003,0.002,0.031,0.001,0.0,0.011,0.095,-717.640473977468
161,96.25,1.74,0.2,0.096,1.508,0.01,0.001,0.005,0.007,0.024,0.0014,0.0,0.0,0.0,0.0,0.012,0.0005,0.0,0.0002,0.0019,0.032,0.003,0.0,0.012,0.098,-717.679364116179
162,96.25,1.72,0.2,0.096,1.521,0.011,0.001,0.005,0.008,0.022,0.0012,0.0,0.001,0.0001,0.0,0.012,0.0004,0.0,0.0002,0.0019,0.022,0.014,0.0,0.011,0.097,-717.716549293831
163,96.24,1.723,0.195,0.095,1.53,0.011,0.001,0.006,0.004,0.025,0.0012,0.0001,0.0,0.0001,0.0,0.012,0.0012,0.0,0.0003,0.0019,0.026,0.022,0.0,0.01,0.101,-717.747702263361
164,96.21,1.738,0.207,0.096,1.539,0.011,0.001,0.006,0.008,0.024,0.0011,0.0,0.0,0.0,0.0,0.013,0.0014,0.0,0.0003,0.0019,0.03,0.002,0.0,0.011,0.098,-717.781664079076
165,96.21,1.713,0.21,0.097,1.545,0.013,0.001,0.006,0.006,0.025,0.0009,0.0001,0.002,0.0,0.0,0.013,0.0002,0.0,0.0004,0.002,0.035,0.006,0.0,0.013,0.1,-717.809927999007
166,96.19,1.73,0.206,0.097,1.559,0.01,0.001,0.006,0.006,0.024,0.001,0.0001,0.0,0.0,0.0,0.013,0.0006,0.0,0.0002,0.0019,0.031,0.007,0.0,0.012,0.099,-717.840585184373
167,96.18,1.733,0.208,0.099,1.56,0.01,0.001,0.006,0.008,0.025,0.0011,0.0,0.0,0.0001,0.0,0.013,0.0,0.0,0.0002,0.0019,0.03,0.007,0.0,0.012,0.103,-717.865934932209
168,96.2,1.715,0.21,0.101,1.564,0.013,0.001,0.006,0.009,0.026,0.0015,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0003,0.002,0.023,0.012,0.0,0.012,0.1,-717.893233657471
169,96.21,1.707,0.21,0.097,1.567,0.011,0.001,0.006,0.01,0.023,0.0011,0.0,0.0,0.0001,0.0,0.01,0.0007,0.0,0.0002,0.0019,0.029,0.001,0.0,0.013,0.098,-717.915623801681
170,96.18,1.719,0.21,0.099,1.572,0.011,0.001,0.005,0.008,0.023,0.0011,0.0,0.002,0.0001,0.0,0.011,0.0008,0.0,0.0002,0.0019,0.031,0.006,0.0,0.011,0.103,-717.939499059213
171,96.18,1.699,0.214,0.101,1.58,0.011,0.001,0.006,0.007,0.025,0.0013,0.0,0.003,0.0001,0.0,0.012,0.0021,0.0,0.0004,0.0019,0.037,0.004,0.0,0.011,0.105,-717.958902345934
172,96.19,1.706,0.208,0.101,1.583,0.01,0.001,0.006,0.006,0.025,0.0014,0.0,0.001,0.0001,0.0,0.012,0.0021,0.0,0.0005,0.0019,0.039,0.0,0.0,0.013,0.097,-717.979324917946
173,96.2,1.691,0.211,0.103,1.576,0.01,0.001,0.006,0.009,0.027,0.0016,0.0,0.0,0.0,0.0,0.012,0.0007,0.0,0.0003,0.0019,0.03,0.013,0.0,0.012,0.098,-717.997866226471
174,96.18,1.702,0.215,0.103,1.58,0.011,0.001,0.006,0.007,0.026,0.0015,0.0,0.001,0.0,0.0,0.011,0.0001,0.0,0.0004,0.0019,0.03,0.012,0.0,0.01,0.104,-718.012570711979
175,96.17,1.704,0.216,0.104,1.588,0.013,0.0,0.006,0.005,0.025,0.0015,0.0,0.0,0.0001,0.0,0.014,0.0,0.0,0.0004,0.0019,0.029,0.005,0.0,0.011,0.11,-718.02761389165
176,96.17,1.71,0.213,0.103,1.593,0.011,0.001,0.006,0.006,0.026,0.0012,0.0,0.0,0.0001,0.0,0.011,0.0,0.0,0.0003,0.0019,0.03,0.014,0.0,0.01,0.097,-718.039237544936
177,96.17,1.692,0.212,0.107,1.595,0.011,0.0,0.006,0.007,0.025,0.0014,0.0,0.0,0.0,0.0,0.011,0.0002,0.0,0.0003,0.0019,0.037,0.011,0.0,0.011,0.1,-718.050731424128
178,96.19,1.684,0.215,0.106,1.597,0.01,0.001,0.006,0.007,0.025,0.0016,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0002,0.0019,0.023,0.008,0.0,0.013,0.1,-718.05922586711
179,96.16,1.682,0.214,0.107,1.602,0.013,0.001,0.006,0.008,0.025,0.0012,0.0,0.001,0.0001,0.0,0.012,0.0011,0.0,0.0004,0.0019,0.03,0.019,0.0,0.012,0.104,-718.067137840265
180,96.16,1.679,0.216,0.109,1.61,0.011,0.001,0.005,0.007,0.025,0.0013,0.0,0.001,0.0,0.0,0.012,0.0004,0.0,0.0003,0.0019,0.034,0.009,0.0,0.01,0.11,-718.072490970855
181,96.16,1.681,0.212,0.108,1.618,0.011,0.001,0.005,0.009,0.027,0.0013,0.0,0.001,0.0,0.0,0.013,0.0008,0.0,0.0004,0.002,0.03,0.013,0.0,0.012,0.1,-718.076788051185
182,96.17,1.676,0.217,0.11,1.62,0.01,0.001,0.005,0.009,0.025,0.0011,0.0,0.0,0.0001,0.0,0.013,0.0004,0.0,0.0004,0.002,0.03,0.005,0.0,0.011,0.099,-718.079148189184
183,96.16,1.678,0.214,0.111,1.615,0.012,0.001,0.005,0.007,0.025,0.0013,0.0,0.002,0.0001,0.0,0.012,0.0003,0.0,0.0004,0.002,0.03,0.005,0.0,0.011,0.103,-718.079616046869
184,96.15,1.681,0.216,0.111,1.616,0.011,0.001,0.005,0.008,0.027,0.0015,0.0,0.001,0.0001,0.0,0.011,0.0007,0.0,0.0004,0.0019,0.034,0.006,0.0,0.011,0.104,-718.078322751784
185,96.13,1.682,0.218,0.111,1.63,0.011,0.001,0.005,0.009,0.026,0.0014,0.0,0.001,0.0,0.0,0.013,0.0008,0.0,0.0003,0.0019,0.027,0.015,0.0,0.012,0.105,-718.075590373634
186,96.16,1.656,0.215,0.112,1.625,0.01,0.001,0.005,0.005,0.025,0.002,0.0,0.0,0.0001,0.0,0.013,0.0001,0.0,0.0003,0.002,0.032,0.016,0.0,0.013,0.104,-718.07063218252
187,96.14,1.672,0.214,0.114,1.627,0.01,0.0,0.006,0.006,0.026,0.0018,0.0,0.001,0.0,0.0,0.012,0.0,0.0,0.0004,0.0019,0.039,0.014,0.0,0.01,0.102,-718.064684461608
188,96.16,1.663,0.214,0.116,1.623,0.01,0.001,0.007,0.008,0.027,0.0013,0.0,0.004,0.0001,0.0,0.012,0.0,0.0,0.0003,0.002,0.028,0.009,0.0,0.011,0.109,-718.056029576686
189,96.14,1.672,0.217,0.115,1.625,0.011,0.001,0.006,0.006,0.025,0.0014,0.0,0.0,0.0001,0.0,0.012,0.0009,0.0,0.0002,0.0019,0.036,0.014,0.0,0.011,0.106,-718.046834142701
190,96.17,1.641,0.216,0.115,1.628,0.01,0.001,0.006,0.007,0.026,0.0011,0.0,0.0,0.0001,0.0,0.012,0.0004,0.0,0.0003,0.0019,0.028,0.01,0.0,0.012,0.11,-718.034495194735
191,96.17,1.645,0.214,0.117,1.632,0.011,0.001,0.006,0.009,0.027,0.0013,0.0,0.003,0.0001,0.0,0.012,0.0,0.0,0.0003,0.0019,0.031,0.006,0.0,0.01,0.106,-718.020169836775
192,96.17,1.638,0.212,0.119,1.636,0.011,0.001,0.006,0.008,0.025,0.0012,0.0,0.002,0.0001,0.0,0.012,0.0005,0.0,0.0004,0.002,0.036,0.005,0.0,0.011,0.107,-718.005999452944
193,96.14,1.637,0.211,0.118,1.641,0.011,0.001,0.006,0.009,0.029,0.0017,0.0001,0.001,0.0,0.0,0.011,0.0013,0.0,0.0003,0.002,0.042,0.01,0.0,0.012,0.111,-717.987953896098
194,96.15,1.648,0.215,0.118,1.642,0.012,0.001,0.006,0.009,0.027,0.0017,0.0,0.0,0.0001,0.0,0.012,0.0018,0.0,0.0003,0.002,0.034,0.01,0.0,0.011,0.104,-717.970535688428
195,96.15,1.642,0.217,0.119,1.639,0.012,0.001,0.006,0.009,0.024,0.0015,0.0,0.002,0.0001,0.0,0.012,0.0002,0.0,0.0005,0.0019,0.035,0.015,0.0,0.013,0.103,-717.94874783962
196,96.16,1.641,0.215,0.12,1.641,0.013,0.001,0.006,0.006,0.024,0.0015,0.0,0.005,0.0001,0.0,0.011,0.0009,0.0,0.0004,0.0019,0.029,0.007,0.0,0.011,0.102,-717.928048488906
197,96.17,1.631,0.215,0.121,1.637,0.011,0.0,0.006,0.007,0.026,0.0016,0.0,0.003,0.0002,0.0,0.011,0.0008,0.0,0.0003,0.002,0.035,0.007,0.0,0.012,0.105,-717.902522427939
198,96.17,1.612,0.217,0.121,1.649,0.011,0.001,0.006,0.01,0.027,0.0014,0.0,0.001,0.0001,0.0,0.012,0.0002,0.0,0.0004,0.002,0.033,0.007,0.0,0.012,0.106,-717.878550539438
199,96.15,1.631,0.22,0.122,1.649,0.01,0.0,0.006,0.01,0.024,0.0015,0.0,0.001,0.0001,0.0,0.011,0.0005,0.0,0.0004,0.0019,0.034,0.005,0.0,0.013,0.109,-717.849303008476
200,96.14,1.628,0.219,0.123,1.662,0.009,0.001,0.006,0.006,0.026,0.0013,0.0001,0.0,0.0001,0.0,0.014,0.0007,0.0,0.0006,0.0019,0.033,0.007,0.0,0.01,0.114,-717.818041508796
201,96.11,1.634,0.223,0.127,1.653,0.011,0.001,0.006,0.008,0.029,0.0015,0.0,0.002,0.0001,0.0,0.013,0.0025,0.0,0.0004,0.0019,0.047,0.013,0.0,0.013,0.109,-717.789028823886
202,96.14,1.62,0.222,0.126,1.655,0.011,0.001,0.006,0.009,0.028,0.0016,0.0,0.001,0.0001,0.0,0.013,0.0012,0.0,0.0004,0.002,0.029,0.013,0.0,0.011,0.105,-717.75402555708
203,96.15,1.614,0.221,0.13,1.657,0.012,0.001,0.006,0.009,0.029,0.0013,0.0,0.0,0.0001,0.0,0.011,0.0002,0.0,0.0004,0.002,0.031,0.003,0.0,0.014,0.109,-717.721786906725
204,96.14,1.619,0.216,0.128,1.657,0.011,0.001,0.006,0.007,0.027,0.0015,0.0,0.001,0.0002,0.0,0.011,0.0005,0.0,0.0004,0.0019,0.033,0.018,0.0,0.012,0.106,-717.683048259063
205,96.14,1.614,0.222,0.128,1.67,0.011,0.0,0.006,0.008,0.024,0.0018,0.0002,0.001,0.0001,0.0,0.012,0.0,0.0,0.0006,0.0019,0.03,0.008,0.0,0.01,0.107,-717.647546073483
206,96.14,1.611,0.22,0.128,1.664,0.012,0.001,0.006,0.01,0.025,0.0017,0.0001,0.001,0.0001,0.0,0.012,0.0017,0.0,0.0005,0.002,0.042,0.004,0.0,0.01,0.107,-717.605134977201
207,96.14,1.601,0.219,0.135,1.664,0.012,0.001,0.005,0.007,0.027,0.0019,0.0,0.001,0.0001,0.0,0.011,0.0004,0.0,0.0004,0.002,0.037,0.012,0.0,0.01,0.113,-717.566378160791
208,96.12,1.617,0.224,0.131,1.669,0.012,0.001,0.005,0.009,0.027,0.0015,0.0,0.0,0.0002,0.0,0.012,0.0016,0.0,0.0004,0.0019,0.037,0.009,0.0,0.012,0.109,-717.520192860012
209,96.14,1.608,0.22,0.131,1.671,0.01,0.001,0.006,0.006,0.026,0.0015,0.0,0.0,0.0002,0.0,0.012,0.0014,0.0,0.0005,0.0019,0.036,0.013,0.0,0.012,0.105,-717.472091223083
210,96.17,1.588,0.222,0.132,1.664,0.011,0.001,0.006,0.008,0.026,0.0015,0.0,0.001,0.0001,0.0,0.013,0.002,0.0,0.0003,0.0019,0.031,0.008,0.0,0.013,0.101,-717.428326844187
211,96.14,1.597,0.222,0.134,1.66,0.011,0.001,0.006,0.009,0.025,0.0014,0.0,0.002,0.0002,0.0,0.013,0.0015,0.0,0.0004,0.0019,0.037,0.017,0.0,0.014,0.107,-717.376494961252
212,96.16,1.578,0.223,0.135,1.669,0.011,0.001,0.006,0.009,0.025,0.002,0.0,0.0,0.0001,0.0,0.012,0.0001,0.0,0.0004,0.0019,0.041,0.008,0.0,0.01,0.109,-717.329533168927
213,96.16,1.573,0.227,0.136,1.673,0.011,0.0,0.006,0.01,0.029,0.0015,0.0,0.0,0.0002,0.0,0.012,0.0011,0.0,0.0004,0.0019,0.037,0.007,0.0,0.012,0.106,-717.274017918512
214,96.15,1.574,0.226,0.136,1.684,0.014,0.001,0.005,0.009,0.026,0.0018,0.0,0.0,0.0001,0.0,0.012,0.0003,0.0,0.0005,0.002,0.033,0.0,0.0,0.013,0.112,-717.223878654375
215,96.15,1.575,0.229,0.137,1.679,0.011,0.001,0.006,0.008,0.026,0.0019,0.0,0.0,0.0002,0.0,0.011,0.0007,0.0,0.0004,0.0019,0.03,0.008,0.0,0.012,0.116,-717.16465928156
216,96.15,1.576,0.231,0.14,1.676,0.01,0.001,0.006,0.006,0.027,0.0017,0.0,0.0,0.0001,0.0,0.011,0.0008,0.0,0.0005,0.0019,0.033,0.011,0.0,0.01,0.107,-717.111282706359
217,96.15,1.569,0.227,0.14,1.681,0.013,0.001,0.005,0.006,0.028,0.0022,0.0001,0.0,0.0002,0.0,0.012,0.0012,0.0,0.0004,0.0019,0.031,0.015,0.0,0.011,0.105,-717.048496002048
218,96.13,1.568,0.226,0.142,1.683,0.012,0.001,0.006,0.006,0.028,0.0018,0.0,0.001,0.0001,0.0,0.011,0.0007,0.0,0.0006,0.002,0.051,0.01,0.0,0.011,0.106,-716.983818266095
219,96.14,1.563,0.227,0.143,1.683,0.011,0.0,0.006,0.007,0.027,0.0016,0.0,0.0,0.0002,0.0,0.011,0.0,0.0,0.0004,0.002,0.046,0.011,0.0,0.013,0.108,-716.92561855398
220,96.14,1.565,0.23,0.144,1.678,0.013,0.001,0.006,0.008,0.026,0.0016,0.0,0.001,0.0001,0.0,0.012,0.0001,0.0,0.0004,0.002,0.04,0.008,0.0,0.012,0.108,-716.857246045447
221,96.14,1.553,0.225,0.145,1.687,0.014,0.001,0.005,0.009,0.028,0.0016,0.0001,0.003,0.0002,0.0,0.011,0.0002,0.0,0.0003,0.0019,0.04,0.016,0.0,0.013,0.109,-716.79589938021
222,96.14,1.56,0.223,0.144,1.679,0.014,0.0,0.006,0.008,0.027,0.002,0.0001,0.0,0.0002,0.0,0.012,0.0006,0.0,0.0005,0.0019,0.036,0.015,0.0,0.012,0.114,-716.723844982265
223,96.16,1.545,0.225,0.147,1.681,0.012,0.0,0.006,0.006,0.027,0.0016,0.0001,0.001,0.0002,0.001,0.011,0.0002,0.0,0.0004,0.0019,0.041,0.009,0.0,0.012,0.113,-716.659323159201
224,96.16,1.544,0.225,0.149,1.683,0.011,0.0,0.005,0.007,0.026,0.0016,0.0,0.001,0.0002,0.0,0.011,0.0014,0.0,0.0005,0.0019,0.038,0.012,0.0,0.01,0.108,-716.583849784121
225,96.18,1.521,0.227,0.147,1.688,0.012,0.001,0.005,0.009,0.027,0.0015,0.0001,0.0,0.0001,0.0,0.011,0.0001,0.0,0.0004,0.0019,0.039,0.014,0.0,0.013,0.105,-716.506542103809
226,96.15,1.533,0.227,0.147,1.697,0.013,0.001,0.005,0.008,0.027,0.0013,0.0,0.0,0.0002,0.0,0.011,0.0011,0.0,0.0005,0.0019,0.04,0.009,0.0,0.014,0.113,-716.437379501612
227,96.16,1.538,0.235,0.149,1.687,0.011,0.001,0.005,0.009,0.026,0.0016,0.0,0.001,0.0002,0.0,0.011,0.0004,0.0,0.0005,0.0019,0.037,0.005,0.0,0.011,0.111,-716.356564858162
228,96.15,1.542,0.232,0.152,1.692,0.013,0.001,0.006,0.008,0.025,0.0015,0.0,0.001,0.0001,0.0,0.011,0.0006,0.0,0.0005,0.002,0.039,0.005,0.0,0.013,0.111,-716.28429374188
229,96.14,1.531,0.228,0.151,1.696,0.014,0.001,0.005,0.007,0.026,0.0016,0.0001,0.0,0.0002,0.0,0.012,0.0003,0.0,0.0004,0.0019,0.045,0.013,0.0,0.011,0.114,-716.199891332764
230,96.16,1.52,0.231,0.151,1.695,0.014,0.001,0.006,0.008,0.027,0.0015,0.0,0.002,0.0002,0.0,0.011,0.0013,0.0,0.0004,0.0019,0.036,0.009,0.0,0.012,0.115,-716.124589112312
231,96.14,1.534,0.231,0.156,1.691,0.013,0.0,0.005,0.009,0.027,0.0017,0.0,0.0,0.0001,0.0,0.011,0.0002,0.0,0.0005,0.0019,0.041,0.012,0.0,0.012,0.109,-716.036794497548
232,96.15,1.517,0.23,0.157,1.701,0.011,0.001,0.005,0.009,0.027,0.0014,0.0,0.0,0.0002,0.0,0.013,0.0014,0.0,0.0005,0.0019,0.046,0.008,0.0,0.012,0.11,-715.947293872521
233,96.15,1.51,0.232,0.156,1.7,0.011,0.0,0.006,0.008,0.027,0.0012,0.0,0.001,0.0002,0.0,0.012,0.0003,0.0,0.0006,0.0019,0.048,0.011,0.0,0.011,0.108,-715.867346388446
234,96.14,1.518,0.235,0.158,1.706,0.012,0.001,0.006,0.009,0.025,0.0014,0.0,0.0,0.0002,0.0,0.012,0.0017,0.0,0.0006,0.002,0.032,0.014,0.0,0.011,0.113,-715.774337081431
235,96.14,1.512,0.237,0.158,1.697,0.014,0.001,0.006,0.01,0.027,0.0015,0.0,0.0,0.0003,0.0,0.011,0.0017,0.0,0.0005,0.0019,0.046,0.01,0.0,0.01,0.111,-715.691497681099
236,96.16,1.491,0.233,0.16,1.697,0.012,0.001,0.006,0.008,0.026,0.0016,0.0,0.0,0.0002,0.0,0.012,0.0014,0.001,0.0005,0.0019,0.052,0.01,0.0,0.014,0.109,-715.595071008033
237,96.17,1.496,0.228,0.164,1.696,0.012,0.001,0.006,0.011,0.026,0.0024,0.0,0.0,0.0002,0.0,0.011,0.0012,0.0,0.0005,0.0019,0.039,0.01,0.0,0.012,0.115,-715.509442340284
238,96.18,1.492,0.227,0.163,1.694,0.012,0.001,0.005,0.008,0.027,0.0018,0.0,0.001,0.0001,0.0,0.011,0.0001,0.0,0.0005,0.0019,0.039,0.007,0.0,0.012,0.112,-715.409896859943
239,96.18,1.501,0.224,0.164,1.696,0.013,0.001,0.006,0.008,0.028,0.0018,0.0001,0.002,0.0002,0.0,0.012,0.0009,0.0,0.0005,0.002,0.032,0.01,0.0,0.012,0.111,-715.308538087428
240,96.17,1.485,0.224,0.166,1.701,0.011,0.0,0.006,0.01,0.026,0.0018,0.0,0.002,0.0003,0.0,0.012,0.0007,0.0,0.0007,0.002,0.041,0.016,0.0,0.013,0.111,-715.218381587041
